Unnamed: 0,price
983,2895.57
1010,2898.03
1011,2899.42
1029,2903.6
1030,2903.54
1031,2903.95
1032,2905.1
1033,2905.16
1037,2903.76
1039,2903.85
1047,2907.01
1081,2908.51
1083,2908.74
1084,2909.35
1094,2911.77
1100,2912.89
1107,2911.46
1109,2913.51
1119,2917.0
1129,2919.13
1149,2922.89
1158,2924.37
1160,2925.07
1164,2920.54
1171,2927.46
1172,2928.92
1175,2929.56
1176,2929.59
1178,2929.95
1179,2930.02
1186,2930.36
1189,2930.89
1190,2932.37
1191,2932.83
1199,2934.34
1202,2935.63
1205,2936.17
1206,2936.8
1223,2938.99
1224,2938.93
1226,2939.69
1227,2939.77
1231,2940.44
1237,2942.38
1247,2944.76
1258,2946.95
1259,2946.97
1263,2947.09
1266,2947.87
1285,2950.99
1286,2951.03
1287,2951.72
1288,2951.87
1291,2952.05
1292,2952.01
1293,2952.2
1295,2952.27
1304,2953.98
1307,2955.59
1311,2956.54
1312,2955.96
1314,2955.95
1322,2958.98
1324,2958.92
1327,2959.71
1328,2959.85
1329,2959.94
1332,2959.95
1349,2962.49
1351,2962.49
1355,2963.97
1356,2963.97
1370,2965.2
1371,2965.46
1373,2966.22
1374,2965.58
1376,2966.5
1377,2965.65
1378,2966.05
1405,559.98
1408,687.75
1413,2968.65
1415,2968.27
1420,2970.14
1424,2971.39
1427,2971.99
1433,2972.83
1435,2973.25
1436,2973.79
1441,2974.36
1442,2974.84
1443,2974.98
1450,2975.67
1456,2977.91
1460,2979.21
1462,2979.48
1463,2979.38
1464,2979.62
1465,2981.17
1466,2982.62
1467,2982.69
1477,2984.13
1479,2985.39
1482,2986.37
1484,2986.33
1496,2991.12
1497,2991.61
1499,2991.25
1500,2992.79
1503,2992.82
1504,2993.02
1515,2994.66
1516,2996.7
1521,2997.44
1523,2997.69
1525,2998.69
1526,2998.76
1531,2998.94
1534,2999.13
1541,3001.26
1542,3001.21
1543,3001.41
1559,3004.07
1569,3001.98
1570,3002.32
1576,3006.86
1583,3007.92
1584,3007.23
1586,3008.25
1587,3009.17
1598,3012.16
1599,3012.22
1600,3012.18
1602,3010.91
1603,3010.85
1604,3010.91
1605,3010.85
1611,3011.86
1628,3013.98
1632,3015.87
1633,3016.05
1638,3016.96
1641,3017.16
1644,3017.53
1646,3017.88
1649,3018.23
1652,3018.36
1658,3023.18
1672,3025.04
1680,3028.15
1692,3032.89
1693,3032.89
1694,3032.91
1696,3032.42
1697,3033.5
1698,3033.56
1699,3035.07
1710,3036.04
1743,3038.01
1745,3038.7
1746,3039.73
1767,3046.12
1770,3046.4
1771,3046.52
1773,3047.74
1785,3050.37
1789,3049.93
1793,3051.61
1795,3051.79
1797,3052.85
1799,3052.94
1808,3052.96
1823,3057.34
1824,3057.68
1826,3058.64
1833,3060.97
1837,3060.24
1839,3061.87
1845,3062.04
1846,3063.51
1847,3063.83
1850,3064.18
1851,3064.28
1854,3065.1
1856,3066.15
1865,3066.67
1866,3067.71
1867,3070.3
1872,3071.57
1874,3072.39
1876,3072.99
1879,3074.25
1881,3073.77
1889,3074.99
1903,3079.49
1904,3079.49
1910,3079.93
1918,3080.76
1921,3081.88
1922,3083.06
1936,3084.18
1953,3085.92
1954,3086.26
1955,3088.08
1956,3087.14
1970,3090.21
1975,3089.82
1978,3091.42
1979,3092.57
1980,3092.77
1982,3093.27
1983,3093.29
1986,3095.18
1988,3095.38
1993,3097.16
2001,3100.54
2019,3104.62
2030,3105.07
2038,3106.83
2039,3106.84
2040,3106.87
2079,3108.11
2080,3108.55
2087,3111.43
2094,3112.95
2102,3114.93
2111,3117.5
2113,3118.22
2116,3118.73
2117,3119.29
2120,3119.02
2134,3123.01
2138,3122.96
2143,3124.31
2150,3125.6
2151,3126.57
2152,3126.95
2157,3128.11
2165,3129.98
2167,3132.17
2169,3132.82
2171,3135.6
2177,3135.22
2202,3139.7
2209,3140.71
2218,3144.8
2223,3144.93
2224,3144.97
2226,3144.99
2242,3147.05
2245,3147.23
2246,3147.3
2248,3148.27
2252,3149.07
2264,3153.05
2265,3153.11
2266,3153.43
2268,3150.23
2271,3153.87
2272,3154.01
2276,3155.58
2277,3155.34
2280,3158.36
2282,3159.43
2302,3162.88
2310,3164.68
2318,3166.91
2320,3166.76
2321,3166.86
2327,3167.25
2350,3171.53
2351,3171.57
2354,3172.29
2360,3175.17
2362,3174.76
2365,3175.52
2399,561.43
2401,3176.95
2403,3176.51
2419,3180.69
2420,3180.8
2421,3181.01
2422,3180.84
2434,3183.27
2436,3183.46
2439,3184.17
2440,3184.36
2441,3184.53
2451,3187.72
2452,3188.66
2462,3190.46
2463,3191.04
2464,3191.24
2474,3192.43
2481,3192.91
2490,3196.41
2491,3196.54
2494,3196.85
2504,3198.24
2509,3199.16
2510,3199.89
2516,3200.89
2517,3200.99
2524,3202.05
2525,3202.12
2528,3203.99
2530,3204.65
2531,3204.88
2544,3205.51
2545,3205.8
2546,3206.29
2547,3206.14
2552,3207.17
2553,3207.36
2561,3210.0
2567,3210.01
2568,3210.21
2573,3211.94
2581,3213.19
2586,3215.32
2587,3215.44
2594,3217.32
2611,3219.95
2616,3223.03
2633,3228.68
2634,3229.0
2640,3229.81
2647,3230.94
2653,3233.84
2655,3234.11
2657,3234.2
2659,3234.21
2662,3235.05
2663,3235.13
2667,3237.74
2671,3237.86
2672,3238.11
2675,3238.53
2676,3238.89
2677,3238.93
2720,563.87
2721,563.84
2722,563.94
2723,564.49
2724,564.61
2725,564.95
2727,565.17
2728,565.15
2733,3246.29
2734,3246.89
2735,3246.92
2736,3247.08
2745,3247.95
2765,3250.99
2771,3251.88
2772,3251.84
2773,3252.7
2774,3253.14
2786,3255.04
2791,3257.48
2798,3260.9
2800,3260.84
2805,3262.17
2812,3264.38
2813,3264.73
2815,3264.55
2831,3267.29
2832,3266.79
2838,3267.34
2841,3270.02
2850,3271.79
2862,3274.31
2869,3275.39
2879,3277.29
2881,3279.21
2883,3278.33
2889,3280.64
2892,3282.01
2893,3282.13
2896,3282.0
2897,3282.08
2914,3285.04
2918,3285.71
2919,3285.55
2921,3287.44
2922,3287.46
2923,3288.05
2929,3288.2
2934,3289.7
2951,3294.06
2954,3294.66
2957,3294.73
2960,3296.17
2962,3296.23
2968,3297.46
2971,3298.4
2972,3298.45
2974,3299.64
2975,3298.95
2984,3300.14
2986,3300.38
2991,3302.32
3001,3303.52
3013,3306.12
3028,3308.9
3029,3308.86
3033,565.11
3034,565.12
3035,566.04
3045,565.02
3046,565.02
3047,565.02
3048,565.12
3049,565.36
3050,565.44
3051,565.43
3053,565.53
3054,565.43
3056,565.65
3057,565.65
3058,565.67
3060,565.65
3061,3310.36
3063,3310.8
3071,3311.88
3079,3312.38
3098,3319.31
3104,3320.28
3108,3322.84
3115,3323.15
3120,3324.06
3121,3324.86
3122,3325.12
3136,3327.89
3138,3327.91
3141,3330.65
3142,3330.69
3143,3332.09
3163,3334.41
3164,3334.52
3165,3335.96
3179,3338.79
3180,3339.61
3181,3339.68
3183,3340.47
3198,3344.09
3201,3344.88
3208,3346.26
3209,3346.61
3212,3346.61
3213,3346.46
3218,3348.88
3224,3350.17
3239,3352.95
3243,3353.89
3255,3356.8
3256,3357.79
3260,3357.4
3262,3358.95
3266,3359.91
3278,3362.2
3279,3362.18
3282,3359.96
3285,3362.47
3286,3363.88
3287,3363.73
3288,3364.4
3289,3366.03
3290,3364.22
3291,3365.33
3298,3366.99
3304,3369.7
3311,3370.04
3321,3372.47
3326,3374.55
3332,3376.4
3333,3376.1
3335,3376.85
3340,3376.88
3347,3377.37
3349,3377.29
3350,3377.11
3351,3377.62
3352,3380.43
3353,3380.4
3359,3380.39
3368,406.92
3369,406.91
3391,419.13
3392,498.54
3393,544.71
3395,565.41
3403,567.0
3424,3383.79
3425,3383.82
3426,3384.01
3435,3386.04
3436,3387.15
3449,3387.73
3452,3387.92
3454,3388.42
3464,3391.78
3466,3391.57
3467,3391.91
3474,3394.62
3491,3397.55
3496,3398.96
3497,3399.41
3512,3402.12
3513,3403.13
3514,3403.75
3520,3406.15
3532,3407.14
3533,3407.24
3538,3409.2
3548,3414.81
3568,3419.13
3569,3419.16
3571,3419.19
3572,3419.45
3578,3420.11
3590,3422.5
3591,3422.16
3592,3422.51
3593,3422.87
3600,3424.54
3602,3425.04
3604,3425.53
3613,3428.15
3619,3428.21
3639,3436.45
3650,3436.82
3651,3436.53
3653,3438.53
3656,3440.05
3662,3442.34
3678,3446.1
3679,3445.03
3684,3446.14
3693,3447.08
3696,3448.72
3708,3449.89
3711,3450.71
3717,3453.52
3718,3452.73
3734,568.25
3740,599.09
3749,567.06
3753,3454.38
3761,3456.42
3774,3459.19
3780,3460.77
3791,3462.59
3793,3463.46
3817,3467.86
3823,3470.58
3827,3470.65
3828,3470.7
3830,3470.92
3845,3472.96
3849,3476.79
3852,3476.05
3853,3477.81
3870,3481.37
3887,3484.08
3898,3489.05
3922,3496.31
3927,3505.85
3930,3498.69
3934,3503.18
3942,3502.01
3950,3502.36
3951,3502.75
3953,3502.72
3954,3502.88
3955,3503.86
3957,3493.39
3959,3506.0
3975,3509.79
3979,3511.59
3988,3514.55
3989,3514.62
3992,3514.11
3999,3516.54
4002,3518.57
4017,3519.91
4018,3520.56
4026,3524.38
4036,3527.96
4047,3527.15
4062,571.0
4081,3532.78
4097,3534.61
4100,3535.03
4102,3535.27
4104,3535.82
4111,3537.74
4121,3539.18
4126,3540.36
4130,3540.8
4131,3543.98
4134,3543.32
4135,3543.3
4141,3545.22
4150,3545.94
4151,3546.02
4157,3548.54
4184,3556.79
4185,3557.36
4191,3561.05
4214,3566.94
4215,3568.38
4228,3567.96
4231,3573.61
4232,3573.8
4233,3573.99
4236,3574.52
4237,3575.03
4243,3577.13
4247,3577.34
4253,3578.5
4254,3579.03
4255,3579.84
4287,3585.5
4288,3587.93
4292,3589.54
4294,3587.57
4295,3589.99
4302,3590.15
4307,3592.92
4352,3601.71
4354,3602.96
4359,3603.69
4363,3603.68
4370,3604.92
4373,3605.6
4375,3606.65
4377,3607.12
4378,3608.07
4379,3607.81
4411,3610.02
4417,3610.67
4421,3612.56
4426,3613.32
4430,3614.29
4444,3617.39
4447,3617.99
4448,3618.11
4449,3618.15
4451,3619.0
4460,3619.98
4464,3620.23
4466,3620.52
4467,3621.57
4468,3621.87
4472,3621.94
4474,3621.65
4475,3623.52
4477,3624.01
4507,3631.43
4509,3632.53
4512,3633.05
4515,3633.15
4526,3634.14
4530,3639.27
4532,3639.89
4533,3640.41
4548,3643.08
4549,3643.15
4551,3642.89
4557,3642.64
4562,3643.24
4563,3643.96
4564,3644.55
4566,3645.55
4584,3652.5
4587,3652.44
4596,3655.14
4597,3655.56
4603,3658.59
4607,3661.32
4615,3663.38
4619,3663.46
4621,3663.98
4623,3664.38
4626,3681.19
4627,3664.83
4629,3665.4
4632,3667.79
4639,3667.59
4644,3669.0
4646,3668.96
4657,3668.96
4661,3668.95
4662,3669.03
4666,3670.05
4667,3670.96
4677,3671.92
4679,3673.21
4682,3673.96
4702,3676.52
4703,3676.89
4704,3678.47
4731,572.8
4745,3681.62
4747,3683.18
4755,3687.47
4772,3690.24
4773,3690.16
4785,3695.68
4787,3694.14
4792,3696.04
4793,3695.71
4794,3695.69
4796,3696.3
4802,3697.14
4803,3700.45
4818,3703.26
4819,3704.45
4820,3704.55
4831,3704.36
4844,3708.76
4859,3712.79
4860,3712.57
4904,3722.87
4905,3722.89
4909,3720.83
4910,3720.74
4918,3720.92
4919,3720.89
4922,3725.43
4923,3725.96
4924,3725.49
4927,3726.88
4933,3730.05
4934,3730.01
4935,3729.97
4942,3748.5
4946,3728.99
4949,3732.69
4960,3733.92
4967,3734.02
4968,3734.04
4970,3734.16
4971,3742.25
4972,3741.42
4975,3735.25
4981,3738.44
4991,3739.82
4996,3741.58
4997,3756.52
5003,3742.54
5004,3743.02
5012,3744.24
5013,3744.5
5014,3744.57
5016,3745.68
5020,3745.67
5021,3746.22
5022,3746.34
5024,3747.93
5025,3748.26
5026,3748.34
5060,573.96
5061,573.98
5062,574.0
5063,574.0
5064,574.0
5078,3750.06
5081,3751.14
5085,3754.61
5089,3752.68
5098,3755.07
5099,3755.2
5104,3755.69
5121,3762.02
5124,3762.91
5125,3763.05
5126,3761.59
5129,3763.03
5130,3763.23
5137,3767.48
5142,3763.35
5146,3767.11
5149,3767.14
5168,3770.14
5169,3771.6
5171,3772.48
5181,3774.27
5193,3774.7
5194,3775.43
5195,3775.79
5218,3782.17
5219,3780.66
5220,3781.8
5221,3782.29
5226,3782.94
5236,3786.69
5237,3786.35
5243,3785.75
5264,3794.78
5271,3795.99
5276,3796.18
5277,3796.98
5281,3797.75
5288,3799.23
5290,3799.92
5291,3799.94
5311,3803.83
5334,3808.28
5343,3811.24
5344,3811.56
5365,3816.36
5366,3816.83
5376,558.83
5377,573.97
5378,572.35
5379,573.97
5380,573.82
5381,572.35
5382,573.97
5383,574.0
5384,574.0
5385,574.0
5386,574.0
5415,3821.74
5421,3822.24
5426,3823.43
5429,3824.31
5431,3825.41
5438,3828.12
5442,3829.73
5445,3828.45
5448,3829.71
5452,3830.24
5467,3836.11
5470,3837.16
5484,3838.93
5494,3842.53
5496,3842.16
5500,3843.46
5503,3844.16
5504,3845.29
5507,3846.19
5511,3847.03
5512,3847.15
5513,3848.1
5514,3848.04
5530,3852.74
5531,3853.25
5537,3853.85
5539,3853.81
5540,3854.43
5575,3861.33
5580,3863.77
5599,3868.98
5600,3870.75
5601,3870.82
5609,3871.64
5623,3875.74
5636,3878.17
5647,3880.9
5651,3879.39
5664,3881.06
5665,3880.95
5669,3881.79
5671,3883.79
5672,3883.83
5680,3884.71
5683,3885.27
5687,3886.46
5688,3888.09
5697,3888.92
5714,575.0
5717,575.0
5727,575.0
5736,3890.89
5737,3891.96
5744,3893.2
5769,3897.93
5771,3898.17
5772,3898.05
5773,3898.27
5779,3900.89
5780,3901.7
5790,3902.2
5798,3906.35
5809,3909.59
5812,3910.51
5813,3911.35
5824,3915.26
5833,3916.87
5837,3918.32
5856,3922.11
5859,3920.65
5860,3920.64
5871,3923.75
5873,3923.45
5876,3924.06
5877,3924.51
5900,3931.06
5903,3932.23
5910,3933.93
5911,3935.61
5912,3935.87
5920,3938.54
5932,3942.57
5933,3944.31
5953,3948.16
5954,3948.9
5977,3952.58
5984,3951.78
5991,3953.9
5993,3952.69
5997,3957.1
5998,3958.74
6010,3959.72
6012,3960.23
6015,3961.78
6016,3962.76
6017,3963.8
6062,3965.38
6067,3968.45
6070,3974.25
6075,3967.28
6076,3967.28
6077,3968.15
6078,3966.48
6088,3972.6
6089,3970.62
6096,3974.82
6099,3975.12
6100,3975.37
6101,3975.73
6102,3976.13
6110,3977.29
6112,3979.5
6113,3979.3
6134,3985.63
6136,3985.88
6137,3986.97
6138,3986.92
6139,3987.4
6149,3989.01
6151,3990.47
6159,3990.96
6162,3991.02
6180,3992.19
6184,3993.21
6186,3993.64
6187,3995.81
6190,3995.14
6201,3997.86
6211,4003.97
6218,4004.9
6233,4004.04
6234,4005.38
6240,4007.17
6244,4007.97
6264,4019.23
6265,4011.52
6288,4018.38
6294,4021.06
6295,4022.05
6296,4022.23
6299,4021.85
6312,4025.76
6313,4026.25
6314,4025.81
6318,4026.48
6319,4027.86
6330,4030.84
6333,4032.09
6334,4032.02
6344,4024.83
6351,4033.26
6360,4035.95
6412,4039.63
6414,4041.36
6435,4044.07
6436,4044.15
6437,4044.29
6438,4045.74
6439,4046.51
6449,4046.93
6450,4048.8
6451,4049.45
6456,4050.19
6457,4050.67
6458,4051.64
6466,4053.32
6472,4053.9
6481,4056.8
6493,4060.42
6513,4058.71
6517,4064.8
6520,4064.9
6521,4065.22
6523,4067.24
6524,4067.94
6525,4068.57
6538,4070.87
6562,4076.76
6590,4078.1
6597,4080.9
6607,4081.12
6621,4083.86
6625,4085.49
6626,4084.08
6640,4087.4
6646,4091.43
6658,4092.93
6662,4090.24
6665,4095.38
6670,4097.21
6672,4098.24
6679,4098.12
6690,4087.71
6708,415.97
6710,414.86
6712,412.18
6713,412.55
6718,426.69
6721,445.37
6724,550.73
6725,567.16
6726,577.01
6727,577.03
6728,577.03
6736,572.72
6757,4102.45
6759,4103.35
6761,4105.37
6764,4106.17
6766,4087.5
6768,4107.0
6769,4107.23
6770,4107.92
6771,4107.94
6774,4110.34
6779,4113.15
6783,4111.49
6784,4112.73
6786,4112.81
6788,4112.79
6791,4114.74
6792,4114.17
6793,4115.79
6796,4114.15
6829,4120.17
6839,4121.26
6840,4121.4
6841,4123.29
6842,4123.41
6855,4125.15
6867,4127.73
6868,4128.1
6869,4128.36
6871,4128.6
6880,4127.35
6882,4130.42
6885,4131.28
6886,4131.25
6887,4132.2
6893,4132.85
6902,4134.1
6903,4133.65
6904,4134.63
6921,4137.66
6922,4137.75
6923,4137.81
6925,4138.24
6926,4138.35
6933,4139.91
6943,4142.16
6944,4142.04
6949,4143.35
6969,4149.62
6995,4154.77
7004,4154.78
7007,4155.74
7012,4157.37
7013,4158.03
7020,4157.95
7031,4159.29
7033,4160.61
7043,4161.99
7084,4166.8
7091,4165.06
7103,4167.19
7106,4161.61
7115,4169.32
7138,4175.9
7143,4177.17
7149,4178.7
7157,4182.53
7162,4182.03
7170,4183.01
7186,4186.0
7187,4186.73
7193,4187.01
7194,4187.36
7198,4188.61
7207,4190.97
7208,4191.05
7220,4191.56
7224,4192.94
7239,4195.05
7244,4196.2
7249,4197.07
7258,4195.75
7265,4198.71
7266,4198.75
7290,4200.98
7291,4201.0
7292,4200.93
7293,4200.94
7298,4201.71
7303,4202.85
7307,4204.28
7309,4207.25
7310,4205.45
7312,4205.74
7330,4209.19
7331,4209.69
7332,4209.87
7337,4209.16
7338,4209.95
7339,4209.94
7340,4210.59
7341,4211.01
7342,4211.37
7355,4214.28
7359,4217.14
7375,4221.73
7376,4222.17
7412,4223.88
7413,4224.23
7416,4225.45
7430,4228.72
7441,4230.05
7449,4232.58
7469,4212.3
7473,4234.57
7474,4234.56
7476,4234.98
7482,4237.26
7483,4237.85
7489,4237.89
7496,4239.29
7499,4241.85
7501,4239.57
7515,4241.92
7537,4244.01
7542,4244.12
7545,4245.02
7557,4249.21
7558,4249.89
7561,4249.96
7563,4250.74
7571,4252.71
7580,4254.96
7586,4255.99
7588,4256.08
7590,4256.36
7591,4256.32
7596,4256.34
7597,4256.82
7599,4257.13
7630,4264.41
7633,4265.33
7638,4265.15
7639,4266.0
7640,4267.65
7658,4269.02
7664,4269.99
7665,4270.16
7669,4272.75
7677,4273.2
7686,4273.86
7688,4275.7
7691,4276.0
7692,4276.0
7719,579.68
7720,579.83
7721,579.83
7722,579.86
7723,579.89
7724,580.03
7725,580.05
7726,580.06
7727,580.05
7736,581.01
7737,580.71
7747,4279.1
7748,4280.14
7754,4281.09
7758,4281.16
7762,4282.99
7767,4283.86
7768,4283.95
7769,4284.1
7771,4284.33
7775,4284.22
7793,4288.29
7809,4290.11
7811,4294.14
7813,4294.51
7830,4297.79
7837,4299.61
7838,4301.12
7841,4302.27
7842,4303.09
7862,4306.63
7866,4307.85
7878,4308.93
7895,4312.02
7896,4312.02
7904,4312.51
7906,4313.34
7916,4315.58
7921,4315.73
7928,4316.93
7949,4319.69
7964,4321.64
7968,4322.19
7969,4324.69
7970,4324.69
7976,4330.05
7990,4326.11
7991,4326.39
7996,4326.61
8011,4328.15
8012,4328.17
8024,4332.41
8028,4332.3
8034,4333.76
8052,507.23
8053,507.22
8054,507.17
8055,507.34
8056,508.94
8057,509.0
8058,509.04
8059,507.45
8061,582.99
8062,583.11
8063,582.99
8074,4336.84
8095,4341.16
8100,4343.83
8103,4345.89
8105,4346.87
8106,4347.81
8107,4347.6
8110,4347.95
8113,4348.47
8120,4351.64
8123,4344.76
8127,4353.97
8151,4355.4
8154,4357.26
8155,4357.59
8158,4359.22
8159,4359.95
8160,4345.26
8161,4361.17
8163,4363.42
8175,4363.68
8185,4366.51
8186,4367.3
8188,4367.75
8191,4368.6
8196,4367.9
8197,4359.34
8198,4367.9
8207,4369.17
8210,4369.28
8218,4370.24
8221,4371.91
8222,4372.04
8225,4372.0
8237,4374.03
8238,4373.38
8294,4384.53
8297,4384.67
8302,4385.96
8304,4386.33
8305,4388.61
8315,4389.43
8317,4390.15
8323,4390.85
8328,4391.39
8333,4394.74
8390,583.96
8394,583.99
8399,584.19
8404,4401.06
8409,4401.57
8418,4411.89
8421,4404.72
8427,4405.45
8432,4406.57
8438,4410.68
8451,4412.28
8463,4414.04
8483,4416.05
8487,4418.31
8499,4421.45
8504,4423.28
8513,4420.41
8535,4428.08
8536,4428.55
8538,4428.6
8539,4429.92
8540,4431.17
8541,4431.24
8542,4431.62
8552,4433.89
8556,4434.06
8559,4434.37
8560,4434.88
8570,4423.29
8571,4435.24
8581,4436.19
8582,4436.23
8583,4437.74
8584,4437.96
8589,4445.42
8591,4439.67
8607,4432.21
8608,4432.3
8615,4443.27
8628,4448.11
8631,4448.57
8637,4448.41
8640,4451.92
8642,4451.91
8645,4451.9
8646,4451.97
8651,4452.13
8652,4452.58
8659,4451.53
8660,4452.13
8662,4452.96
8663,4455.05
8666,4456.61
8683,4456.98
8685,4450.52
8691,4458.84
8695,4459.02
8712,487.73
8713,489.31
8727,585.96
8728,585.99
8729,585.99
8730,585.95
8747,4462.76
8748,4464.15
8749,4465.2
8753,4465.77
8755,4466.0
8756,4466.08
8757,4465.99
8768,4467.02
8793,4470.45
8797,4471.89
8801,4472.93
8808,4479.02
8809,4474.99
8811,4475.98
8812,4476.04
8817,4476.05
8818,4476.18
8824,4477.81
8860,4480.87
8868,4482.43
8869,4483.45
8878,4484.21
8889,4486.36
8890,4487.52
8891,4487.88
8899,4494.61
8930,4498.19
8931,4497.03
8959,4501.01
8960,4501.33
8981,4506.83
8987,4508.16
8989,4504.76
8996,4510.59
9000,4511.09
9001,4512.77
9002,4512.99
9008,4513.22
9015,4513.23
9016,4505.21
9017,4504.42
9028,4515.84
9029,4515.98
9031,586.99
9032,583.05
9033,587.81
9043,580.15
9051,588.06
9052,587.89
9053,588.08
9054,588.12
9055,588.09
9056,588.6
9057,588.58
9058,588.6
9059,588.58
9063,4516.11
9066,4516.26
9070,4518.37
9077,4519.98
9086,4524.43
9089,4522.96
9092,4523.08
9094,4523.84
9108,4531.11
9110,4530.46
9123,4535.3
9125,4535.48
9127,4535.83
9128,4535.86
9129,4535.99
9135,4535.96
9136,4536.04
9137,4536.06
9138,4536.78
9139,4536.44
9140,4537.54
9142,4537.56
9151,4538.29
9152,4538.78
9163,4541.07
9169,4542.43
9171,4542.72
9185,4544.37
9194,4547.14
9196,4549.43
9197,4551.77
9198,4549.1
9199,4549.11
9204,4549.73
9210,4551.97
9217,4554.65
9219,4556.07
9220,4556.55
9225,4557.4
9232,4557.93
9256,4560.31
9259,4560.87
9260,4560.94
9272,4563.22
9286,4566.39
9289,4568.26
9294,4569.71
9296,4569.85
9298,4570.7
9299,4571.87
9301,4572.44
9309,4574.74
9314,4577.89
9329,4580.17
9335,4580.89
9338,4580.11
9339,4580.78
9340,4580.71
9352,4583.97
9359,4585.9
9405,4586.02
9428,4589.26
9429,4590.7
9433,4591.4
9455,4596.22
9463,4596.44
9472,4602.1
9473,4602.75
9487,4605.74
9491,4606.49
9499,4609.6
9501,4610.6
9503,4610.97
9506,4610.94
9507,4611.65
9541,4619.14
9554,4619.92
9556,4620.39
9557,4620.48
9558,4621.2
9561,4622.27
9562,4622.7
9564,4623.09
9567,4623.81
9568,4624.25
9586,4622.74
9587,4622.5
9590,4628.9
9593,4629.88
9594,4630.03
9616,4633.18
9620,4639.21
9622,4636.75
9625,4636.99
9629,4636.66
9630,4637.14
9642,4639.33
9643,4640.33
9653,4641.52
9654,4641.92
9655,4642.04
9666,4642.71
9668,4649.91
9673,4645.61
9675,4647.11
9685,4650.8
9687,4652.2
9709,588.93
9711,589.26
9712,589.74
9724,4653.1
9725,4653.64
9736,4656.09
9737,4656.97
9738,4657.18
9743,4661.95
9744,4658.92
9751,4661.02
9752,4659.37
9753,4659.63
9754,4660.58
9755,4660.75
9756,4661.21
9759,4661.31
9768,4661.96
9774,4662.49
